Id,URL,Title,Original Title,Author,Date,Styles,Series,Genre,Media,Location,Dimensions,Description,Wiki Description,Tags,Img,image_urls
0,https://www.wikiart.org/en/gazmend-freitag/model,Katie,,Gazmend Freitag,,Contemporary Realism,,nude painting (nu),"oil,canvas",,90 x 70 cm,"Katie - Model from Linz, Austria","<p itemprop=""description"">Katie - Model from Linz, Austria</p>","female-nude,Lady,Blackhair",img/full/601ca2724f5d863e050db5de170396dab30b416b.jpg,https://uploads7.wikiart.org/00384/images/gazmend-freitag/gazmed-q1a2308-1.jpg!Large.jpg
1,https://www.wikiart.org/en/branko-bacanovic-bambi/dance-of-the-80s-1984-0,Dance of the 80s,"Poster for the play 'Dance of the 80s', Open Stage Obala Sarajevo",Branko Bačanović,,,,poster,,,70 x 100 cm,,,,img/full/7ef983ded358adcdceaf77b895018b769e52203a.jpg,https://uploads0.wikiart.org/00330/images/branko-bacanovic-bambi/ples801.jpg!Large.jpg
2,https://www.wikiart.org/en/alfred-stevens/the-japanese-parisian-1872,The Japanese Parisian,,Alfred Stevens,1872,"Japonism,Romanticism",,genre painting,"oil,canvas",,150 x 105 cm,,,"female-portraits,mirrors,Lady",img/full/ce607742ec93e1fed6913324db5f504555797ecf.jpg,https://uploads3.wikiart.org/images/alfred-stevens/the-japanese-parisian-1872.jpg!Large.jpg
3,https://www.wikiart.org/en/cesar-paternosto/en-bellagio-2003,En Bellagio,,Cesar Paternosto,2003,"Color Field Painting,Concretism",,abstract,,,,,,Rectangle,img/full/1d342c1132413052e44edd9a3e43cc26a1de9f01.jpg,https://uploads3.wikiart.org/images/cesar-paternosto/en-bellagio-2003.jpg
4,https://www.wikiart.org/en/branko-bacanovic-bambi/wilf-flesh-the-1980,Wild Flesh,Divlje meso,Branko Bačanović,,,,poster,,,140 x 100 cm,"Poster for the play The Wild FleshSarajevo Chamber Theatre 55Format: 100x140, 70x100Year: 1980","<p itemprop=""description"">Poster for the play <i>The Wild Flesh</i><br>Sarajevo Chamber Theatre 55<br>Format: 100x140, 70x100<br>Year: 1980</p>",,img/full/94a3600af01c44fee723a2e2405c3ef4639919b0.jpg,https://uploads0.wikiart.org/00326/images/branko-bacanovic-bambi/divljem3.jpg!Large.jpg
5,https://www.wikiart.org/en/gazmend-freitag/the-model,Angi,,Gazmend Freitag,,Contemporary Realism,,figurative,"oil,canvas",,90 x 60 cm,,,"girls,artists-and-models,Lady,Blackhair",img/full/f95de41572776278d941d0e7182e8ced8d314427.jpg,https://uploads3.wikiart.org/00319/images/gazmend-freitag/8.jpg!Large.jpg
6,https://www.wikiart.org/en/william-henry-huddle/surrender-of-santa-anna-1886,Surrender of Santa Anna,,William Henry Huddle,1886,Romanticism,,history painting,,,,,,,img/full/50a5f613f9f2008bb47d5568ce4226840edfb7f4.jpg,https://uploads3.wikiart.org/00268/images/william-henry-huddle/santaannasurrender.jpg!Large.jpg
7,https://www.wikiart.org/en/ethel-reed/arabella-and-araminta-stories-1895,Arabella and Araminta Stories,,Ethel Reed,1895,Art Nouveau (Modern),,illustration,print,,,,,"Text,Fiction",img/full/d85b0b0e82fa964fb19e0f46ee8265fb317a5175.jpg,https://uploads3.wikiart.org/00193/images/ethel-reed/arabella.jpg
8,https://www.wikiart.org/en/mariam-aslamazian/stil-life,Stil life,Натюрморт,Mariam Aslamazian,,Naïve Art (Primitivism),,still life,"oil,canvas",,,,,"Stilllifephotography,Flower,Nasturtium,Plant,Vase",img/full/127e86c788a765d5bfeb21e9d5ccba1d1e93288e.jpg,https://uploads7.wikiart.org/images/mariam-aslamazian/stil-life.jpg!Large.jpg
9,https://www.wikiart.org/en/arnulf-rainer/untitled-death-mask-1978-1,Untitled (Death Mask),,Arnulf Rainer,1978,Neo-Expressionism,,portrait,,,,,,"Hair,Face,Facialhair,Chin,Forehead,Beard,Head,Eyebrow",img/full/b5e43bd307eafce7352825420fbee4c1e9380d31.jpg,https://uploads1.wikiart.org/images/arnulf-rainer/untitled-death-mask-1978-1.jpg
10,https://www.wikiart.org/en/mariam-aslamazian/leaving-leninakan-1965,Leaving Leninakan,,Mariam Aslamazian,1965,,,,oil,,55 x 69 cm,,,,img/full/952c34f6d734d040c3597a43f8eb8982737c7bb8.png,https://uploads4.wikiart.org/00404/images/mariam-aslamazian/2022-07-30-15-44-11.png!Large.png
11,https://www.wikiart.org/en/ethel-reed/miss-traumerei-1985,Miss Träumerei,,Ethel Reed,1885,Art Nouveau (Modern),,illustration,print,,,,,"Comicbook,Fiction,Comics,Fictionalcharacter",img/full/1672c8da43fd95295786672c041438d189082e10.jpg,https://uploads3.wikiart.org/00193/images/ethel-reed/ethel-reed-miss-tr-umerei.jpg!Large.jpg
12,https://www.wikiart.org/en/denis-peterson/vortex,Vortex,,Denis Peterson,,Hyper-Realism,,portrait,,,,,,Waste,img/full/e817797179b50cd0c5756e770ba68e8871d867ab.jpg,https://uploads0.wikiart.org/images/denis-peterson/vortex.jpg
13,https://www.wikiart.org/en/anthony-sims/not-sure-about-myself-i-am-certain-2021,"Not Sure About Myself, I Am Certain.",,Anthony Sims,,"Abstract Expressionism,Digital Art",,abstract,"acrylic,oil,pastel",,152.4 x 121.92 cm,"""Not Sure About Myself, I Am Certain"" sold on SuperRare as an NFT for $99,973 on March 14th. ","<p itemprop=""description"">""<i>Not Sure About Myself, I Am Certain</i>"" sold on SuperRare as an NFT for $99,973 on March 14th. </p>",,img/full/497e9b1a7b7189ffe8718366abbb85556edc3651.jpg,https://uploads1.wikiart.org/00344/images/anthony-sims/img-2206.jpg!Large.jpg
14,https://www.wikiart.org/en/gennady-mironov/untitled-by-the-author-2010,Untitled,,Gennady Mironov,2010,"Magic Realism,Kitsch",,symbolic painting,oil,,90 x 180 cm,,,"magic-and-mistery,cliffs-and-rocks,stones,Russia,Scotland,England,USA,Ukraine,beasts-and-dragons,male-portraits,male-nude,Birdofprey,Bird,Eagle",img/full/ae75afcf3c60e1fc735831598404e13d2c2a2a9b.jpg,https://uploads2.wikiart.org/00256/images/gennady-mironov/38-180-90-2010-12-000-1.jpg!Large.jpg
15,https://www.wikiart.org/en/taki-183/untitled-1,Untitled,,TAKI 183,,Street art,,graffiti,,,,,,"Passivecircuitcomponent,Electronics,Circuitcomponent,Capacitor,Resistor,Font,Electroniccomponent,Electricalwiring,Technology",img/full/d10de728d9cc73126e176e5ad7ff5771bc858338.jpg,https://uploads7.wikiart.org/images/taki-183/untitled-1.jpg
16,https://www.wikiart.org/en/taki-183/untitled,Untitled,,TAKI 183,,Street art,,,,,,,,"Map,Text,Pink,Line",img/full/985057f898171561577b35a37ba22711fe526a2d.jpg,https://uploads5.wikiart.org/images/taki-183/untitled.jpg
17,https://www.wikiart.org/en/bernadette-resha/bleeding-heart-2017,Bleeding Heart,,Bernadette Resha,2017,Outsider art,,figurative,,,,,,,img/full/45140a3cde892a6401cd839e0705d9cf5ff9194e.jpg,https://uploads8.wikiart.org/00314/images/bernadette-resha/bleeding-heart.jpg!Large.jpg
18,https://www.wikiart.org/en/bernadette-resha/emerald-green,Emerald Green,,Bernadette Resha,,Outsider art,,animal painting,,,,,,"Sunflower,Bird,Adaptation,Organism",img/full/0b1d9706b13d9a76bf02368ae696362bb297ef21.jpg,https://uploads6.wikiart.org/00314/images/bernadette-resha/emerald-green.jpg
19,https://www.wikiart.org/en/allan-d-arcangelo/marilyn-1962,Marilyn,,Allan D'Arcangelo,1962,Pop Art,,figurative,,,,,,"Face,Nose,Head,Chin,Neck",img/full/6bb5fa87dcae107a02ca7611a66e83f29afd1ce5.jpg,https://uploads1.wikiart.org/images/allan-d-arcangelo/marilyn-1962.jpg!Large.jpg
20,https://www.wikiart.org/en/bernadette-resha/flutter-2017,Flutter,,Bernadette Resha,2017,Outsider art,,figurative,,,,,,"Mothsandbutterflies,Butterfly,Insect,Brush-footedbutterfly,Invertebrate,Viceroy(butterfly),Cynthia(subgenus),Pollinator,GulfFritillary,Monarchbutterfly",img/full/dc7435fa8628dba8268cefc27c50bc4f834adb2a.jpg,https://uploads0.wikiart.org/00314/images/bernadette-resha/flutter.jpg
21,https://www.wikiart.org/en/bernadette-resha/love-of-fall-2017,Love of Fall,,Bernadette Resha,2017,Outsider art,,abstract,,,,,,Orange,img/full/afc1a315412e7fab071eea4a7735b704e18ab35a.jpg,https://uploads6.wikiart.org/00314/images/bernadette-resha/love-of-fall.jpg!Large.jpg
22,https://www.wikiart.org/en/bernadette-resha/reading-by-candlelight-2017,Reading by Candlelight,,Bernadette Resha,2017,Outsider art,,still life,,,,,,,img/full/7edced06109dff7c7b120bc018dcc9abbfdb5332.jpg,https://uploads6.wikiart.org/00314/images/bernadette-resha/reading-by-candlelight.jpg
23,https://www.wikiart.org/en/joseph-binder/the-painter-joseph-binders-adventure-1860,The Painter Joseph Binder's Adventure,,Joseph Binder,1860,Academicism,,genre painting,,,,,,Mythology,img/full/1a898880e9f566765454d2acd482553d9abbe9a4.JPG,https://uploads2.wikiart.org/00311/images/joseph-binder/1860-schwind-abenteuer-des-malers-joseph-binder-anagoria.JPG!Large.JPG
24,https://www.wikiart.org/en/gretchen-andrew/cover-of-artforum-2020-0,Cover of Artforum,,Gretchen Andrew,2020,Cyber Art,,figurative,collage,,,,,,img/full/8b4acec71c37c90a9285d1be07bb24eca4274855.jpg,https://uploads7.wikiart.org/00323/images/gretchen-andrew/cover-of-artforum-2020.jpg!Large.jpg
25,https://www.wikiart.org/en/gretchen-andrew/untitled,Untitled,,Gretchen Andrew,,Cyber Art,,figurative,collage,,,,,,img/full/c8f80269f9e0d2bdd51f0bf55f2d6374f4779e41.jpg,https://uploads8.wikiart.org/00323/images/gretchen-andrew/large.jpg!Large.jpg
26,https://www.wikiart.org/en/bernadette-resha/hi-up-2017,Hi Up,,Bernadette Resha,2017,Outsider art,,genre painting,,,,,,"Hotairballoon,Hotairballooning,Vehicle",img/full/47238212c65bebd080dab3b977d0310c7ab02578.jpg,https://uploads8.wikiart.org/00314/images/bernadette-resha/hi-up.jpg!Large.jpg
27,https://www.wikiart.org/en/gretchen-andrew/map-of-the-eu-2021,Map of the EU,,Gretchen Andrew,,Digital Art,,digital,charcoal,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,"The map of the EU, the European Union and Countries in the EU What is the European Union? The European Union (EU) is an economic and political union, consisting of 27 member states that are subject to the obligations and the privileges of the membership. Every member state is part of the founding treaties of the union and is subjected to binding laws within the common legislative and judicial institutions. In order for the map of the EU to adopt policies that concern defense and foreign affairs, all member states must agree unanimously. The European Union was founded on November 1, 1993 in Maastricht, Netherlands. Before 1993, the EU was not as big as it is today. European countries started to cooperate economically since 1951, when only states such as Belgium, France, Luxembourg, Germany, The Netherlands and Italy participated. Gradually, more countries decided to join. The map which the last to join is Croatia in 2013.","<p itemprop=""description""><a target=""_blank"" href=""https://map-of-the-eu.com"">The map of the EU</a>, the European Union and Countries in the EU What is the European Union? The European Union (EU) is an economic and political union, consisting of 27 member states that are subject to the obligations and the privileges of the membership. Every member state is part of the founding treaties of the union and is subjected to binding laws within the common legislative and judicial institutions. In order for the map of the EU to adopt policies that concern defense and foreign affairs, all member states must agree unanimously. The European Union was founded on November 1, 1993 in Maastricht, Netherlands. Before 1993, the EU was not as big as it is today. European countries started to cooperate economically since 1951, when only states such as Belgium, France, Luxembourg, Germany, The Netherlands and Italy participated. Gradually, more countries decided to join. The map which the last to join is Croatia in 2013.</p>",,img/full/bde3af0ab8d91337c580139855aabc66095321b5.jpg,https://uploads3.wikiart.org/00350/images/gretchen-andrew/map-of-the-eu-1.jpg!Large.jpg
28,https://www.wikiart.org/en/bernadette-resha/green-beans-2017,Green Beans,,Bernadette Resha,2017,Outsider art,,figurative,,,,,,"Leaf,Plant,Parkiaspeciosa",img/full/c0fdf731de55c2cd3a427dd0ec39c11d5ae220a1.jpg,https://uploads5.wikiart.org/00314/images/bernadette-resha/green-beans.jpg!Large.jpg
29,https://www.wikiart.org/en/gretchen-andrew/map-of-the-eu-2021-2,Map of the EU,,Gretchen Andrew,,Digital Art,,digital,charcoal,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,,,,img/full/1f0e6bdf5484c8500b20cf380d59862bb3c0726b.jpg,https://uploads3.wikiart.org/00350/images/gretchen-andrew/map-of-the-eu-4.jpg!Large.jpg
30,https://www.wikiart.org/en/gretchen-andrew/map-of-the-eu-2021-1,Map of the EU,,Gretchen Andrew,,Digital Art,,digital,charcoal,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,,,,img/full/318c59af21914665fea30129ad8385f158eecc96.jpg,https://uploads3.wikiart.org/00350/images/gretchen-andrew/map-of-the-eu-3.jpg!Large.jpg
31,https://www.wikiart.org/en/gretchen-andrew/map-of-the-eu-2021-5,Map of the EU,,Gretchen Andrew,,Digital Art,,,digital,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,"]Map of the EU,  Digital art and European UnionAll that is necessary to understand the map of EU starts with the European Union. The European Union was created after World War II and includes 28 countries, which are referred to as Member States. The map shows how these member states all belong together in an economic region called ""The EU.""Map of the EU is about the map of the European Union. It is about the map of the European countries, capital and major cities. It is also about the map of the Shenzhen areas. This also can be related with the physical and political map of the European Union. The physical map of the European Union is about the countries, capitals and major cities. The political map of the European Union is about the EU as a political entity: its members, institutions, laws, policies and other important information. The map of Europe can be used in geography classes to teach children about European geography.The European Union is one of the largest economic blocs in the world. It has 28 member states (or countries). There are 7 major regional powers within it: Germany, France, Italy, UK, Spain, Poland and Sweden. The first six countries are called ""Core"" members while Sweden is part of Scandinavia and is not considered a major power within Europe.The European Union was founded in 1993 to unite these seven nations under a single treaty which would unify them economically as well as politically. It was also to create a single market for goods and services with common rules that would deal with trade issues between member states. This would allow for free movement of people, goods and services across the EU. The European Union has a central government called the European Commission which is made up of 27 commissioners who are appointed by member states.","<p itemprop=""description""><a target=""_blank"" href=""https://map-of-the-eu.com"">]Map of the EU</a>,  Digital art and European Union<br><br>All that is necessary to understand the map of EU starts with the European Union. The European Union was created after World War II and includes 28 countries, which are referred to as Member States. The map shows how these member states all belong together in an economic region called ""The EU.""<br><br>Map of the EU is about the map of the European Union. It is about the map of the European countries, capital and major cities. It is also about the map of the Shenzhen areas. This also can be related with the physical and political map of the European Union. <br><br>The physical map of the European Union is about the countries, capitals and major cities. The political map of the European Union is about the EU as a political entity: its members, institutions, laws, policies and other important information. The map of Europe can be used in geography classes to teach children about European geography.<br><br>The European Union is one of the largest economic blocs in the world. It has 28 member states (or countries). There are 7 major regional powers within it: Germany, France, Italy, UK, Spain, Poland and Sweden. The first six countries are called ""Core"" members while Sweden is part of Scandinavia and is not considered a major power within Europe.<br><br>The European Union was founded in 1993 to unite these seven nations under a single treaty which would unify them economically as well as politically. It was also to create a single market for goods and services with common rules that would deal with trade issues between member states. This would allow for free movement of people, goods and services across the EU. The European Union has a central government called the European Commission which is made up of 27 commissioners who are appointed by member states.</p>",,img/full/339e0f6175975d93008fddf2adb4382c570ad303.jpg,https://uploads6.wikiart.org/00382/images/gretchen-andrew/map-of-the-eu-7.jpg!Large.jpg
32,https://www.wikiart.org/en/gretchen-andrew/best-mfa-2020-0,Best MFA,,Gretchen Andrew,2020,Cyber Art,,figurative,collage,,,,,,img/full/91f357839cf3ee8dd3cd769972d330d1068d831b.jpg,https://uploads0.wikiart.org/00323/images/gretchen-andrew/best-mfa-2020-1.jpg!Large.jpg
33,https://www.wikiart.org/en/gretchen-andrew/cover-of-artforum-2020,Cover of Artforum,,Gretchen Andrew,2020,Cyber Art,,figurative,collage,,,,,,img/full/8070e4797cbf5aaba1c9eec38589d32fba338175.jpg,https://uploads5.wikiart.org/00323/images/gretchen-andrew/gretchen-andrew-004-cover-of-artforum-122x91-5cm2020-web.jpg!Large.jpg
34,https://www.wikiart.org/en/gretchen-andrew/map-of-the-eu-2021-3,Map of the EU,,Gretchen Andrew,,Digital Art,,digital,charcoal,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,,,,img/full/bd581bc138983a5486efd03a6d8b43b666bfd7d6.jpg,https://uploads3.wikiart.org/00350/images/gretchen-andrew/map-of-the-eu-5.jpg!Large.jpg
35,https://www.wikiart.org/en/gretchen-andrew/art-basel-nft-2022,Art Basel NFT,,Gretchen Andrew,,Digital Art,,digital,charcoal,,,"Art Basel NFT Art Basel NFT  is the most expensive option for tickets for the Art Basel fair is the one-day pass, which costs $1,300. However, you can get one-day tickets for a lot cheaper than this. There are lots of ways to get into the fair for less than $1,300, and you can get into many of the fairs and shows as a single person. If you’re on a tight budget, it’s also possible to get a discount on tickets for the fairs and shows that take place around the same time as the main fair, such as the Masters of the Modern. The most expensive option for tickets for the Art Basel fair is the one-day pass, which costs $1,300. However, you can get one-day tickets for a lot cheaper than this. There are lots of ways to get into the fair for less than $1,300, and you can get into many of the fairs and shows as a single person. If you’re on a tight budget, it’s also possible to get a discount on tickets for the fairs and shows that take place around the same time as the main fair, such as the Masters of the Modern.","<p itemprop=""description""><b>Art Basel NFT </b><br><a target=""_blank"" href=""https://art-basel-nft.com"">Art Basel NFT </a> is the most expensive option for tickets for the Art Basel fair is the one-day pass, which costs $1,300. However, you can get one-day tickets for a lot cheaper than this. There are lots of ways to get into the fair for less than $1,300, and you can get into many of the fairs and shows as a single person. If you’re on a tight budget, it’s also possible to get a discount on tickets for the fairs and shows that take place around the same time as the main fair, such as the Masters of the Modern. <br>The most expensive option for tickets for the Art Basel fair is the one-day pass, which costs $1,300. However, you can get one-day tickets for a lot cheaper than this. There are lots of ways to get into the fair for less than $1,300, and you can get into many of the fairs and shows as a single person. If you’re on a tight budget, it’s also possible to get a discount on tickets for the fairs and shows that take place around the same time as the main fair, such as the Masters of the Modern.<br></p>",,img/full/709f464acdd7b09a81bdf2fccbddc8f646cf9a58.jpg,https://uploads8.wikiart.org/00393/images/gretchen-andrew/art-basel-nft-6-1.jpg
36,https://www.wikiart.org/en/leon-tarasewicz/malarstwo,Malarstwo,,Leon Tarasewicz,,Post-Minimalism,,figurative,,,,,,"Pattern,Militarycamouflage,Camouflage,Leaf",img/full/4dfde25cc2a8c5b5c13ad11a1b80be3713895da9.jpg,https://uploads4.wikiart.org/00136/images/leon-tarasewicz/malarstwo.jpg!Large.jpg
37,https://www.wikiart.org/en/gretchen-andrew/map-of-the-eu-2021-0,Map of the EU,,Gretchen Andrew,,Digital Art,,digital,charcoal,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,,,,img/full/511d2ecf5b32a09e9ae5191e8de6e1a7768c5851.jpg,https://uploads2.wikiart.org/00350/images/gretchen-andrew/map-of-the-eu-2.jpg
38,https://www.wikiart.org/en/gretchen-andrew/best-mfa-2020,Best MFA,,Gretchen Andrew,2020,Cyber Art,,figurative,collage,,,,,,img/full/6aadb21e82fa5fe81a5c420539911eebab013342.jpg,https://uploads6.wikiart.org/00323/images/gretchen-andrew/gretchen-andrew-010-best-mfa-152-5x183cm2020-web.jpg!Large.jpg
39,https://www.wikiart.org/en/joseph-binder/albrecht-ii-1853,Albrecht II,,Joseph Binder,1853,Academicism,,portrait,,,,,,,img/full/c5fb76b08b1a22ca9522117be73559a976d9c469.png,https://uploads6.wikiart.org/00311/images/joseph-binder/kaisersaal-frankfurt-am-main-nr-35-albrecht-ii-joseph-binder.png!Large.png
40,https://www.wikiart.org/en/gretchen-andrew/map-of-the-eu-2021-4,Map of the EU,,Gretchen Andrew,,"Digital Art,Cyber Art",,digital,charcoal,"Los Angeles County Museum of Art (LACMA), Los Angeles, CA, US",,,,,img/full/2805f218293100ce151b10af434d934f55d27213.jpg,https://uploads2.wikiart.org/00350/images/gretchen-andrew/map-of-the-eu-6.jpg
41,https://www.wikiart.org/en/leon-tarasewicz/nr-3-1989,NR 3,,Leon Tarasewicz,1989,Post-Minimalism,,abstract,,,,,,"Line,Colorfulness",img/full/2cfc88ab7398f5d85cebc75d9f47452e58b59f2e.jpg,https://uploads4.wikiart.org/00136/images/leon-tarasewicz/nr-3-1989.jpg!Large.jpg
42,https://www.wikiart.org/en/gretchen-andrew/cover-of-artforum-2020-1,Cover of Artforum,,Gretchen Andrew,2020,Cyber Art,,figurative,collage,,,,,,img/full/445da4c2a1c986bd2387c9180a8a950b61cd9799.jpg,https://uploads0.wikiart.org/00323/images/gretchen-andrew/cover-of-artforum-2020-1.jpg!Large.jpg
43,https://www.wikiart.org/en/leon-tarasewicz/granice-malarstwa-granice-galerii-2013,Granice Malarstwa – Granice Galerii,,Leon Tarasewicz,2013,Conceptual Art,,installation,,,,,,"Orange,Textile,Line",img/full/c83a0322464ffbee4ae737592d8dc220e9433f55.jpg,https://uploads6.wikiart.org/00136/images/leon-tarasewicz/granice-malarstwa-granice-galerii-2013.jpg!Large.jpg
44,https://www.wikiart.org/en/bernadette-resha/the-collection-2017,The Collection,,Bernadette Resha,2017,Outsider art,,marina,,,,,,,img/full/83bbc3c5fc7056d896bd91a00515d317862959c8.jpg,https://uploads3.wikiart.org/00314/images/bernadette-resha/the-collection-2017.jpg
45,https://www.wikiart.org/en/leon-tarasewicz/untitled-1993,Untitled,,Leon Tarasewicz,,Minimalism,,abstract,,,280 x 780 cm,,,Wicker,img/full/e06c60a4cd10b00819b81bfde2fd45f0c6955367.png,https://uploads0.wikiart.org/00128/images/leon-tarasewicz/canvas.png!Large.png
46,https://www.wikiart.org/en/gretchen-andrew/best-mfa-2020-1,Best MFA,,Gretchen Andrew,2020,Cyber Art,,figurative,collage,,,,,,img/full/056a97c0136cb5a4ed21dbb27e6fd8881ed4854e.jpg,https://uploads2.wikiart.org/00323/images/gretchen-andrew/best-mfa-91-5x61cm2020-web.jpg!Large.jpg
47,https://www.wikiart.org/en/gretchen-andrew/best-mfa-2020-2,Best MFA,,Gretchen Andrew,2020,Cyber Art,,figurative,collage,,,,,,img/full/e0393fb5681506bee025132cab476fa53cd766b3.jpg,https://uploads7.wikiart.org/00323/images/gretchen-andrew/best-mfa-2020.jpg!Large.jpg
48,https://www.wikiart.org/en/sm-sultan/farmers-in-confrontation-1986,Farmers in Confrontation,,SM Sultan,1986,"Social Realism,Expressionism",,genre painting,,,,,,Mythology,img/full/b7e26c66909365db356db2cd8054a0f1ff39319d.jpg,https://uploads8.wikiart.org/00138/images/sm-sultan/farmers-in-confrontation-1986.jpg
49,https://www.wikiart.org/en/gretchen-andrew/the-next-american-president-2017-0,The next American President,,Gretchen Andrew,2017,Cyber Art,,figurative,collage,,,,,,img/full/158839b69831886629be6a4c36cf00ae0e894748.jpg,https://uploads3.wikiart.org/00323/images/gretchen-andrew/the-next-american-president.jpg!Large.jpg
50,https://www.wikiart.org/en/leon-tarasewicz/untitled-1985,Untitled,,Leon Tarasewicz,1985,Minimalism,,figurative,,,,,,"Line,monochrome,Tree",img/full/0e115af7159727a9e1fe974e5a7034ebfd56f102.jpg,https://uploads8.wikiart.org/00136/images/leon-tarasewicz/untitled-1985.jpg!Large.jpg
51,https://www.wikiart.org/en/sm-sultan/title-devotee-saadhk,Devotee,সাধক,SM Sultan,,Social Realism,,genre painting,watercolor,,,,,,img/full/e92205819a9af14a32102a508d859e2e862a01ec.jpg,https://uploads2.wikiart.org/00131/images/sm-sultan/297926-148021615285213-1332716-n.jpg
52,https://www.wikiart.org/en/leon-tarasewicz/untitled-orange-blue,Untitled (Orange-Blue),,Leon Tarasewicz,,Minimalism,,abstract,,,190 x 800 cm,Fundacja Sztuki Polskiej ING (CC BY-NC-ND 3.0),"<p itemprop=""description"">Fundacja Sztuki Polskiej ING (CC BY-NC-ND 3.0)</p>",Line,img/full/ff9b488db14ef3742912d04d69ab0d48a4a19d55.jpg,https://uploads5.wikiart.org/00128/images/leon-tarasewicz/24.jpg!Large.jpg
53,https://www.wikiart.org/en/sm-sultan/peasants-at-work-1975,Peasants at Work,,SM Sultan,1975,"Social Realism,Expressionism",,genre painting,,,,,,,img/full/75caea04541f02f2c9024da3c32b47c061c3b383.jpg,https://uploads0.wikiart.org/00138/images/sm-sultan/peasants-at-work-1975.jpg
54,https://www.wikiart.org/en/leon-tarasewicz/modry-2015,Modry,,Leon Tarasewicz,2015,Conceptual Art,,installation,,,,,,Brick,img/full/cd28122767912c63fd48f10d44d9d9c2459d8cd2.jpg,https://uploads5.wikiart.org/00136/images/leon-tarasewicz/modry-2015.jpg!Large.jpg
55,https://www.wikiart.org/en/sm-sultan/char-dakhal-1976,Char Dakhal,,SM Sultan,,Expressionism,,genre painting,,,,,,Textile,img/full/fbe38dab47ff776152716ca80185ea6ec0d6f206.jpg,https://uploads5.wikiart.org/00131/images/sm-sultan/sm-sultan-char-dakhal-1976.jpg
56,https://www.wikiart.org/en/sm-sultan/after-the-flood-1986,After the Flood,,SM Sultan,1986,Expressionism,,religious painting,,,,,,"Mythology,Organism",img/full/85317c094d16732fb2839028cc1456bf42e4fe53.jpg,https://uploads8.wikiart.org/00138/images/sm-sultan/after-the-flood-1986.jpg
57,https://www.wikiart.org/en/bernadette-resha/circle-of-rabbits-2017,Circle of Rabbits,,Bernadette Resha,2017,Outsider art,,animal painting,,,,,,,img/full/6c039c805125688eddc41895b5abf8d087bd09dd.jpg,https://uploads2.wikiart.org/00314/images/bernadette-resha/circle-of-rabbits.jpg!Large.jpg
58,https://www.wikiart.org/en/sm-sultan/untitled-landscape-1952,Untitled Landscape,,SM Sultan,1952,"Social Realism,Expressionism",,landscape,,,,,,"Sky,Mountain,Cloud,Bank",img/full/dfd32030c19888a02b470967f4ffc63b68cd7e9e.jpg,https://uploads3.wikiart.org/00138/images/sm-sultan/untitled-landscape-1952.jpg!Large.jpg
59,https://www.wikiart.org/en/leon-tarasewicz/untitled-1989,Untitled,,Leon Tarasewicz,1989,Post-Minimalism,,figurative,,,,,,"Line,Tree",img/full/7a1fed6e0ba271e1693b6d163b441863354f69b6.jpg,https://uploads8.wikiart.org/00136/images/leon-tarasewicz/untitled-1989.jpg!Large.jpg
60,https://www.wikiart.org/en/bernadette-resha/psychodelic-flowers-2017,Psychodelic Flowers,,Bernadette Resha,2017,Outsider art,,flower painting,,,,,,"Wildflower,Flower,Organism",img/full/75f3fd8ff0938e794269f93742240f85686e1a6d.jpg,https://uploads4.wikiart.org/00314/images/bernadette-resha/psychodelic-flowers.jpg!Large.jpg
61,https://www.wikiart.org/en/bernadette-resha/watchful-heron-2017,Watchful Heron,,Bernadette Resha,2017,Outsider art,,animal painting,,,,,,"Bird,Vertebrate,Beak,Crane-likebird,Whoopingcrane,Heron,Crane",img/full/ae2e1b719cf6734c2fd9e3f1236434ac5b331336.jpg,https://uploads8.wikiart.org/00314/images/bernadette-resha/watchful-heron.jpg!Large.jpg
62,https://www.wikiart.org/en/sm-sultan/sm-sultan-3the-first-plantation,The First Plantation,,SM Sultan,,Expressionism,,nude painting (nu),,,,,,Fictionalcharacter,img/full/c60c8d566ab004fc3fa2b7fbc2e237886a5d4bbd.jpg,https://uploads0.wikiart.org/00131/images/sm-sultan/sm-sultan-3.jpg!Large.jpg
63,https://www.wikiart.org/en/bernadette-resha/northwest-briches-2017,Northwest Briches,,Bernadette Resha,2017,Outsider art,,landscape,,,,,,"Naturallandscape,Nature,Tree,Leaf",img/full/30af27fb783719dfa75faeb984a31de54d1ff8a4.jpg,https://uploads6.wikiart.org/00314/images/bernadette-resha/northwest-briches-2017.jpg
64,https://www.wikiart.org/en/bernadette-resha/crocus-2015,Crocus,,Bernadette Resha,2015,Outsider art,,flower painting,,,,,,"Floweringplant,Flower,Plant,Botany,Petal",img/full/603a5643c7f1b2ba77c06ce7ca67e0b467ce59f0.jpg,https://uploads4.wikiart.org/00314/images/bernadette-resha/crocus-2015.jpg
